IRS_ID,IRS_ProductID,PM_GrossWeight,PM_MaxOffset,PM_MinOffset,IRS_PackSize,IRS_BatchID,IRS_PhysicalLocation,IRS_CompanyID,IRS_RandomNo,IRS_SKU,IRS_ParentRandomNo,BL_ExpDate,IRS_ToSCP,isExpired,isNearExpiry,_batch_index,Timestamp,Status,SHPD_ShipmentMID,SHPH_ShipmentCode,PL_ProductId,SHPD_ProductName,SCPM_Code,MachinePass,CameraPass,TotalPassCount,CurrentWeight,ProductDynamicWeight,NearExpiryAccepted,BypassAccepted,BoxNumber,TotalBoxes
1190,57,5,200,100,1,77,6,1,01010572YMX5UX,https://vsecure.techtrio.com//01010572YMX5UX,,2026-06-02T13:00:00.000Z,,0,0,0,2026-03-05 10:06:24,PASS,42,WH_35,57,TEST05,SE,YES,YES,278,20.08,96.98,NO,NO,1,4
1196,57,5,200,100,1,78,6,1,0101057NW3HJWJ,https://vsecure.techtrio.com//0101057NW3HJWJ,,2026-06-02T13:00:00.000Z,,0,0,1,2026-03-05 10:06:48,PASS,42,WH_35,57,TEST05,SE,YES,YES,97,80.08,76.1,NO,NO,2,4
1197,57,5,200,100,1,78,6,1,0101057Q8UJ72K,https://vsecure.techtrio.com//0101057Q8UJ72K,,2026-06-02T13:00:00.000Z,,0,0,1,2026-03-05 10:07:00,PASS,42,WH_35,57,TEST05,SE,YES,YES,243,60.01,18.66,NO,NO,3,4
1198,57,5,200,100,1,78,6,1,010105758VAKP7,https://vsecure.techtrio.com//010105758VAKP7,,2026-06-02T13:00:00.000Z,,0,0,1,2026-03-05 10:07:15,PASS,42,WH_35,57,TEST05,SE,YES,YES,243,60.01,18.66,NO,NO,4,4
