IRS_ID,IRS_ProductID,PM_GrossWeight,PM_MaxOffset,PM_MinOffset,IRS_PackSize,IRS_BatchID,IRS_PhysicalLocation,IRS_CompanyID,IRS_RandomNo,IRS_SKU,IRS_ParentRandomNo,BL_ExpDate,IRS_ToSCP,isExpired,isNearExpiry,_batch_index,Timestamp,Status,SHPD_ShipmentMID,SHPH_ShipmentCode,PL_ProductId,SHPD_ProductName,SCPM_Code,MachinePass,CameraPass,TotalPassCount,CurrentWeight,ProductDynamicWeight,NearExpiryAccepted,BypassAccepted,BoxNumber,TotalBoxes
1186,57,5,200,100,1,77,6,1,0101057Z3S69DV,https://vsecure.techtrio.com//0101057Z3S69DV,,2026-06-02T13:00:00.000Z,,0,0,0,2026-03-05 09:57:06,PASS,41,WH_34,57,TEST05,OM,YES,YES,257,46.38,34.86,NO,NO,1,7
1187,57,5,200,100,1,77,6,1,0101057W6WCTMH,https://vsecure.techtrio.com//0101057W6WCTMH,,2026-06-02T13:00:00.000Z,,0,0,0,2026-03-05 09:57:23,PASS,41,WH_34,57,TEST05,OM,YES,YES,346,22.15,19.96,NO,NO,2,7
1188,57,5,200,100,1,77,6,1,0101057ZYZHJPL,https://vsecure.techtrio.com//0101057ZYZHJPL,,2026-06-02T13:00:00.000Z,,0,0,0,2026-03-05 09:57:39,PASS,41,WH_34,57,TEST05,OM,YES,YES,16,86.71,97.35,NO,NO,3,7
1189,57,5,200,100,1,77,6,1,0101057A1BJO6E,https://vsecure.techtrio.com//0101057A1BJO6E,,2026-06-02T13:00:00.000Z,,0,0,0,2026-03-05 09:57:56,PASS,41,WH_34,57,TEST05,OM,YES,YES,389,81.3,39.98,NO,NO,4,7
1194,57,5,200,100,1,78,6,1,0101057LNMS40Q,https://vsecure.techtrio.com//0101057LNMS40Q,,2026-06-02T13:00:00.000Z,,0,0,,2026-03-05 09:58:20,PASS,41,WH_34,57,TEST05,OM,YES,YES,225,80.99,43.65,NO,YES,5,7
1195,57,5,200,100,1,78,6,1,01010570HMUXPA,https://vsecure.techtrio.com//01010570HMUXPA,,2026-06-02T13:00:00.000Z,,0,0,,2026-03-05 09:58:45,PASS,41,WH_34,57,TEST05,OM,YES,YES,360,76.73,61.13,NO,YES,6,7
1196,57,5,200,100,1,78,6,1,0101057NW3HJWJ,https://vsecure.techtrio.com//0101057NW3HJWJ,,2026-06-02T13:00:00.000Z,,0,,,2026-03-05 09:57:56,PASS,41,WH_34,57,TEST05,OM,YES,YES,360,76.73,61.13,NO,YES,7,7
